timestamp,open,high,low,close,volume
1672531200000,1196.1,1196.85,1192.29,1193.89,84158.668
1672534800000,1193.89,1196.71,1193.76,1196.16,45582.565
1672538400000,1196.16,1196.98,1193.99,1195.62,39286.584
1672542000000,1195.61,1195.61,1191.36,1194.05,84469.213
1672545600000,1194.05,1194.08,1190.8,1193.07,64700.607
1672549200000,1193.09,1194.84,1192.91,1194.57,34160.764
1672552800000,1194.58,1195.55,1193.87,1194.75,36005.934
1672556400000,1194.75,1195.84,1193.0,1195.07,56276.819
1672560000000,1195.07,1196.0,1193.91,1194.13,36254.1
1672563600000,1194.13,1196.79,1193.56,1196.55,40074.323
1672567200000,1196.56,1197.37,1195.35,1197.17,35014.39
1672570800000,1197.17,1197.68,1195.55,1196.4,38857.518
1672574400000,1196.4,1198.61,1195.51,1197.17,57459.281
1672578000000,1197.17,1197.37,1192.99,1194.99,80279.79
1672581600000,1195.0,1195.78,1194.04,1194.46,33373.65
1672585200000,1194.46,1196.71,1193.86,1196.52,35893.873
1672588800000,1196.51,1198.02,1195.5,1197.03,66335.813
1672592400000,1197.02,1203.83,1196.94,1200.34,164414.199
1672596000000,1200.34,1202.93,1200.34,1200.71,67473.734
1672599600000,1200.71,1204.67,1200.7,1201.47,82461.958
1672603200000,1201.47,1204.79,1200.96,1201.03,51869.207
1672606800000,1201.03,1202.89,1200.12,1202.59,39723.438
1672610400000,1202.59,1202.93,1200.0,1200.69,37623.537
1672614000000,1200.69,1202.52,1198.71,1199.96,70013.523
1672617600000,1199.96,1200.83,1197.0,1197.78,76823.734
1672621200000,1197.78,1197.85,1191.5,1194.55,179325.09
1672624800000,1194.55,1197.12,1193.73,1196.37,47874.956
1672628400000,1196.36,1203.32,1196.08,1201.42,118094.32
1672632000000,1201.43,1202.49,1199.12,1201.27,80557.305
1672635600000,1201.26,1202.74,1199.52,1201.91,62857.355
1672639200000,1201.91,1203.94,1199.75,1200.85,76926.213
1672642800000,1200.85,1222.0,1200.72,1212.82,528657.867
1672646400000,1212.83,1217.0,1212.14,1215.32,150279.023
1672650000000,1215.32,1218.84,1215.14,1216.55,148845.349
1672653600000,1216.55,1225.0,1215.9,1217.01,194790.232
1672657200000,1217.0,1217.4,1213.5,1216.72,117582.404
1672660800000,1216.71,1218.37,1215.83,1216.11,67512.859
1672664400000,1216.11,1216.46,1213.3,1214.2,94857.938
1672668000000,1214.21,1219.0,1214.2,1216.39,110079.155
1672671600000,1216.4,1220.99,1215.03,1218.5,163399.332
1672675200000,1218.49,1219.39,1215.5,1215.76,76386.993
1672678800000,1215.76,1216.99,1215.03,1216.62,56288.689
1672682400000,1216.62,1218.74,1216.21,1217.53,40791.969
1672686000000,1217.52,1218.76,1216.73,1218.49,33086.655
1672689600000,1218.5,1218.5,1215.73,1217.64,53302.181
1672693200000,1217.64,1225.0,1217.45,1219.28,79517.644
1672696800000,1219.28,1219.83,1210.0,1214.33,159451.669
1672700400000,1214.33,1216.68,1211.89,1213.23,114502.387
1672704000000,1213.24,1216.28,1212.07,1214.99,84098.119
1672707600000,1214.98,1215.26,1210.64,1213.65,102954.92
1672711200000,1213.64,1214.92,1212.5,1213.55,51847.64
1672714800000,1213.55,1216.0,1212.32,1215.19,66285.168
1672718400000,1215.18,1215.45,1212.57,1212.89,55044.169
1672722000000,1212.88,1217.55,1212.69,1217.33,70983.909
1672725600000,1217.34,1219.5,1215.7,1216.3,104422.648
1672729200000,1216.31,1216.61,1214.62,1215.85,46639.116
1672732800000,1215.86,1216.54,1213.32,1215.02,84895.321
1672736400000,1215.01,1218.2,1215.01,1216.99,72022.837
1672740000000,1216.99,1218.07,1215.2,1215.33,58230.438
1672743600000,1215.33,1216.55,1213.54,1214.39,71520.879
1672747200000,1214.39,1216.0,1214.03,1214.74,57810.766
1672750800000,1214.75,1217.48,1214.58,1215.85,74110.38
1672754400000,1215.85,1218.76,1205.0,1209.83,367195.351
1672758000000,1209.84,1211.98,1206.4,1211.4,279190.105
1672761600000,1211.39,1212.4,1206.65,1207.13,177606.478
1672765200000,1207.14,1209.43,1206.13,1208.41,95471.686
1672768800000,1208.4,1209.0,1206.02,1207.34,73040.294
1672772400000,1207.34,1210.2,1203.05,1208.92,116557.735
1672776000000,1208.93,1212.34,1208.86,1210.36,95100.279
1672779600000,1210.35,1211.98,1209.63,1211.02,54298.909
1672783200000,1211.02,1212.79,1209.62,1212.2,51325.796
1672786800000,1212.21,1217.04,1211.67,1214.23,107542.069
1672790400000,1214.22,1214.5,1212.16,1213.01,51128.58
1672794000000,1213.02,1232.27,1212.72,1223.62,422793.1
1672797600000,1223.63,1236.59,1223.62,1231.06,322366.328
1672801200000,1231.06,1258.53,1231.06,1250.33,751661.889
1672804800000,1250.33,1254.99,1248.61,1250.25,250662.667
1672808400000,1250.24,1251.23,1247.08,1247.99,107821.173
1672812000000,1247.99,1251.4,1247.1,1250.15,93740.712
1672815600000,1250.16,1253.0,1247.35,1251.77,136663.871
1672819200000,1251.78,1261.05,1248.13,1250.46,292084.47
1672822800000,1250.45,1251.74,1249.0,1249.44,85312.023
1672826400000,1249.43,1250.23,1248.5,1249.78,68755.672
1672830000000,1249.78,1253.7,1249.28,1251.16,79067.387
1672833600000,1251.17,1256.15,1250.31,1250.66,146282.784
1672837200000,1250.66,1253.55,1250.34,1253.18,86830.087
1672840800000,1253.18,1255.0,1248.5,1250.72,202309.41
1672844400000,1250.72,1259.02,1238.61,1255.9,475332.597
1672848000000,1255.91,1257.59,1250.57,1253.55,207215.524
1672851600000,1253.54,1275.0,1252.23,1259.83,399891.627
1672855200000,1259.82,1267.71,1256.91,1261.56,248853.969
1672858800000,1261.54,1265.5,1250.79,1254.14,460036.284
1672862400000,1254.14,1254.28,1243.04,1250.78,218357.744
1672866000000,1250.78,1253.22,1250.03,1252.53,73852.716
1672869600000,1252.54,1257.83,1251.7,1252.83,69894.156
1672873200000,1252.84,1257.35,1252.5,1256.39,78902.425
1672876800000,1256.39,1260.0,1252.8,1253.6,121246.554
1672880400000,1253.61,1256.71,1252.02,1253.69,76940.64
1672884000000,1253.69,1254.52,1252.18,1253.64,45146.352
1672887600000,1253.64,1253.72,1251.51,1252.59,87281.787
1672891200000,1252.59,1254.13,1251.92,1252.7,71316.945
1672894800000,1252.7,1254.76,1252.19,1253.02,54272.798
1672898400000,1253.02,1253.81,1247.7,1250.53,107877.626
1672902000000,1250.52,1251.0,1247.13,1250.91,95448.618
1672905600000,1250.91,1251.79,1247.86,1250.63,81870.908
1672909200000,1250.63,1250.63,1245.0,1248.66,148372.59
1672912800000,1248.66,1252.73,1248.31,1251.24,99295.382
1672916400000,1251.24,1255.9,1250.38,1255.34,110627.99
1672920000000,1255.35,1255.65,1251.25,1252.35,90282.498
1672923600000,1252.35,1253.53,1246.17,1246.58,206379.258
1672927200000,1246.58,1250.35,1242.22,1248.03,331965.822
1672930800000,1248.03,1252.74,1247.33,1248.72,254853.411
1672934400000,1248.72,1250.0,1246.5,1248.22,103026.508
1672938000000,1248.21,1249.74,1246.36,1246.79,65683.086
1672941600000,1246.79,1251.46,1246.34,1250.8,99541.053
1672945200000,1250.81,1254.92,1250.61,1253.22,101419.049
1672948800000,1253.22,1254.04,1251.76,1253.44,61680.62
1672952400000,1253.45,1253.9,1250.64,1251.96,81378.305
1672956000000,1251.96,1252.61,1250.0,1250.37,38196.877
1672959600000,1250.36,1252.79,1247.38,1251.08,128760.322
1672963200000,1251.08,1258.98,1249.62,1255.16,149271.865
1672966800000,1255.15,1255.47,1250.5,1250.81,65681.14
1672970400000,1250.81,1251.67,1247.4,1251.65,125990.81
1672974000000,1251.66,1252.92,1249.92,1250.56,73769.919
1672977600000,1250.57,1251.78,1247.83,1250.73,93510.801
1672981200000,1250.74,1250.74,1246.15,1249.01,86773.411
1672984800000,1249.02,1249.02,1245.02,1247.51,93211.311
1672988400000,1247.5,1248.06,1245.86,1247.45,73284.398
1672992000000,1247.45,1249.89,1247.37,1249.0,71592.8
1672995600000,1249.0,1249.12,1245.49,1247.96,97142.307
1672999200000,1247.96,1248.47,1243.71,1245.27,72720.749
1673002800000,1245.27,1246.56,1235.0,1243.2,277222.659
1673006400000,1243.2,1244.8,1241.35,1243.75,116460.899
1673010000000,1243.74,1253.88,1233.0,1250.35,638360.955
1673013600000,1250.35,1252.83,1245.55,1247.72,239574.725
1673017200000,1247.72,1267.65,1247.72,1262.48,468411.182
1673020800000,1262.48,1268.58,1259.51,1263.76,262999.931
1673024400000,1263.77,1269.7,1261.51,1263.19,178090.255
1673028000000,1263.18,1269.88,1263.18,1266.07,163297.678
1673031600000,1266.07,1277.77,1264.36,1272.76,337155.999
1673035200000,1272.77,1275.9,1265.06,1265.34,222893.793
1673038800000,1265.34,1267.53,1264.5,1265.5,92461.797
1673042400000,1265.5,1269.99,1265.19,1268.93,68563.041
1673046000000,1268.92,1271.35,1267.33,1268.54,87724.938
1673049600000,1268.54,1270.3,1265.64,1270.23,78801.606
1673053200000,1270.22,1270.66,1267.76,1267.99,45254.835
1673056800000,1267.98,1268.54,1265.4,1266.02,48066.735
1673060400000,1266.01,1266.61,1264.5,1266.05,45145.011
1673064000000,1266.04,1266.05,1263.01,1264.17,42612.088
1673067600000,1264.16,1264.32,1263.0,1263.78,37908.788
1673071200000,1263.79,1264.3,1261.03,1264.3,70373.836
1673074800000,1264.3,1266.4,1264.2,1266.0,43363.289
1673078400000,1266.0,1266.42,1263.56,1264.33,61445.305
1673082000000,1264.32,1265.84,1263.19,1264.66,50902.202
1673085600000,1264.67,1265.02,1263.36,1263.39,31515.963
1673089200000,1263.39,1263.77,1262.13,1263.12,40529.68
1673092800000,1263.11,1263.46,1260.54,1263.0,74905.762
1673096400000,1263.0,1264.87,1261.4,1262.31,52121.928
1673100000000,1262.31,1265.15,1260.53,1264.68,70324.366
1673103600000,1264.69,1264.9,1263.12,1264.5,28722.388
1673107200000,1264.5,1264.51,1261.3,1262.19,43853.526
1673110800000,1262.19,1263.27,1261.27,1261.82,31008.285
1673114400000,1261.83,1264.28,1261.7,1263.45,21830.245
1673118000000,1263.44,1265.68,1263.14,1264.81,40350.328
1673121600000,1264.82,1265.24,1262.23,1263.62,46896.892
1673125200000,1263.63,1267.93,1261.95,1264.01,72802.506
1673128800000,1264.03,1264.5,1260.67,1262.37,67222.206
1673132400000,1262.36,1263.87,1261.0,1263.65,40989.288
1673136000000,1263.64,1264.13,1256.3,1260.71,122551.856
1673139600000,1260.71,1261.87,1258.6,1261.73,68562.431
1673143200000,1261.74,1262.41,1258.77,1261.25,40296.161
1673146800000,1261.25,1262.56,1259.86,1262.36,43452.512
1673150400000,1262.36,1262.58,1261.53,1261.64,19254.47
1673154000000,1261.63,1263.42,1261.63,1263.41,25231.557
1673157600000,1263.41,1263.79,1262.1,1263.79,30641.927
1673161200000,1263.79,1263.97,1261.6,1262.84,34004.625
1673164800000,1262.85,1263.19,1261.55,1262.58,36778.619
1673168400000,1262.59,1265.93,1261.47,1262.58,85121.914
1673172000000,1262.58,1263.71,1261.18,1262.35,38610.031
1673175600000,1262.36,1262.72,1260.62,1260.83,31303.507
1673179200000,1260.84,1261.89,1260.43,1261.53,28331.335
1673182800000,1261.53,1263.17,1261.41,1262.9,27366.709
1673186400000,1262.91,1265.84,1262.86,1265.78,79499.302
1673190000000,1265.78,1275.5,1263.75,1274.01,297368.215
1673193600000,1274.01,1280.0,1260.94,1263.46,374987.788
1673197200000,1263.46,1267.64,1262.47,1264.03,114025.62
1673200800000,1264.03,1265.37,1262.75,1264.99,38980.061
1673204400000,1264.99,1266.23,1264.15,1264.4,29300.74
1673208000000,1264.4,1271.47,1263.34,1269.89,137922.28
1673211600000,1269.9,1272.91,1268.37,1269.19,89380.048
1673215200000,1269.2,1271.06,1267.62,1269.12,59641.174
1673218800000,1269.12,1296.0,1269.12,1289.65,562455.45
1673222400000,1289.64,1295.99,1284.81,1294.62,332610.89
1673226000000,1294.63,1303.06,1288.29,1293.21,309325.067
1673229600000,1293.21,1314.0,1290.35,1306.18,577651.815
1673233200000,1306.18,1313.15,1303.5,1309.7,213246.029
1673236800000,1309.69,1314.61,1307.73,1310.0,235753.903
1673240400000,1309.99,1312.96,1307.22,1307.39,127006.472
1673244000000,1307.38,1311.13,1306.84,1308.3,104305.915
1673247600000,1308.29,1312.9,1306.69,1311.41,146741.246
1673251200000,1311.4,1320.0,1307.5,1309.55,249182.933
1673254800000,1309.56,1328.0,1308.83,1317.05,353006.612
1673258400000,1317.04,1328.0,1316.14,1322.23,258291.061
1673262000000,1322.23,1324.24,1316.54,1318.16,168797.285
1673265600000,1318.15,1322.45,1314.7,1319.68,187426.308
1673269200000,1319.68,1325.69,1316.0,1319.52,218359.457
1673272800000,1319.52,1332.5,1315.99,1325.82,330286.512
1673276400000,1325.81,1342.3,1322.5,1335.56,599851.523
1673280000000,1335.55,1345.0,1335.55,1337.66,427792.975
1673283600000,1337.66,1344.85,1336.12,1341.43,232466.536
1673287200000,1341.45,1345.0,1330.25,1335.27,298514.615
1673290800000,1335.26,1335.73,1329.99,1329.99,144447.095
1673294400000,1329.99,1331.83,1316.59,1321.74,375020.091
1673298000000,1321.74,1325.67,1316.36,1318.87,189249.282
1673301600000,1318.88,1324.7,1317.99,1321.27,96142.715
1673305200000,1321.27,1323.51,1315.02,1320.32,151124.495
1673308800000,1320.32,1327.8,1320.27,1327.71,120788.977
1673312400000,1327.71,1329.64,1322.39,1324.72,150657.842
1673316000000,1324.72,1328.73,1316.74,1321.42,164307.878
1673319600000,1321.42,1325.43,1319.3,1325.08,66368.355
1673323200000,1325.08,1328.5,1322.72,1328.04,102213.301
1673326800000,1328.05,1328.82,1323.53,1327.2,95306.93
1673330400000,1327.19,1327.58,1322.4,1325.0,67031.626
1673334000000,1325.0,1325.35,1322.08,1323.25,59104.291
1673337600000,1323.24,1336.27,1321.27,1328.65,210148.289
1673341200000,1328.65,1332.19,1326.82,1329.93,91165.584
1673344800000,1329.92,1335.33,1328.71,1333.66,113803.432
1673348400000,1333.66,1333.97,1328.44,1329.3,125498.832
1673352000000,1329.29,1330.26,1324.53,1325.45,114026.903
1673355600000,1325.45,1329.39,1322.65,1328.38,141546.53
1673359200000,1328.38,1338.0,1324.0,1332.08,441037.757
1673362800000,1332.08,1341.57,1328.25,1333.9,394631.256
1673366400000,1333.91,1334.72,1327.43,1329.98,160877.078
1673370000000,1329.98,1332.4,1328.81,1331.85,84431.508
1673373600000,1331.86,1342.15,1331.18,1341.03,227417.7
1673377200000,1341.03,1344.18,1337.59,1339.1,182848.088
1673380800000,1339.11,1348.7,1335.18,1341.77,241994.058
1673384400000,1341.77,1342.95,1338.15,1338.26,93704.896
1673388000000,1338.26,1339.3,1333.9,1333.91,88301.025
1673391600000,1333.91,1338.14,1333.01,1335.3,115939.505
1673395200000,1335.29,1340.32,1333.6,1337.22,121182.782
1673398800000,1337.22,1341.61,1334.19,1337.55,110761.355
1673402400000,1337.55,1338.16,1329.28,1329.5,130244.193
1673406000000,1329.56,1331.79,1326.74,1330.52,145004.546
1673409600000,1330.52,1332.26,1328.52,1330.22,74627.759
1673413200000,1330.23,1333.94,1329.45,1330.31,89950.99
1673416800000,1330.3,1333.55,1326.0,1332.98,136638.246
1673420400000,1332.99,1335.36,1332.31,1334.99,74306.441
1673424000000,1335.0,1335.38,1330.7,1334.09,95936.056
1673427600000,1334.09,1337.35,1333.69,1334.66,84170.843
1673431200000,1334.66,1337.5,1333.5,1335.51,69681.729
1673434800000,1335.51,1336.99,1333.15,1335.83,82214.31
1673438400000,1335.82,1335.83,1331.03,1331.5,101076.173
1673442000000,1331.51,1335.22,1328.76,1332.62,111256.519
1673445600000,1332.62,1334.1,1327.92,1332.04,177123.772
1673449200000,1332.03,1334.63,1319.52,1322.48,326961.127
1673452800000,1322.48,1327.16,1320.95,1324.59,163278.264
1673456400000,1324.58,1328.82,1323.94,1327.02,94058.636
1673460000000,1327.02,1345.18,1326.85,1337.16,496372.541
1673463600000,1337.16,1344.49,1334.45,1342.46,202992.085
1673467200000,1342.46,1344.88,1339.44,1340.84,142727.101
1673470800000,1340.84,1344.48,1338.57,1342.14,117804.3
1673474400000,1342.15,1362.92,1339.42,1348.71,538566.453
1673478000000,1348.7,1400.0,1348.7,1389.26,916795.94
1673481600000,1389.25,1419.73,1385.57,1415.55,679271.355
1673485200000,1415.57,1416.7,1396.92,1401.11,484178.614
1673488800000,1401.11,1408.9,1396.65,1399.59,241162.305
1673492400000,1399.58,1403.66,1398.75,1400.94,123670.573
1673496000000,1400.94,1405.21,1400.26,1403.55,96939.557
1673499600000,1403.55,1405.5,1393.0,1395.34,171315.138
1673503200000,1395.34,1402.37,1395.34,1399.42,128282.498
1673506800000,1399.42,1403.01,1397.61,1398.7,137368.33
1673510400000,1398.73,1400.8,1394.76,1400.8,134812.264
1673514000000,1400.79,1403.63,1399.49,1400.17,128776.751
1673517600000,1400.18,1403.36,1396.85,1399.89,145259.885
1673521200000,1399.89,1400.13,1395.58,1398.3,118726.162
1673524800000,1398.3,1400.84,1390.19,1399.88,241864.998
1673528400000,1399.88,1410.68,1358.0,1405.35,1417429.732
1673532000000,1405.36,1408.67,1372.01,1381.14,817286.417
1673535600000,1381.13,1389.49,1379.81,1385.66,333092.584
1673539200000,1385.65,1388.5,1382.92,1386.69,157777.066
1673542800000,1386.69,1435.57,1384.72,1428.74,999380.893
1673546400000,1428.74,1432.46,1412.0,1420.91,554487.738
1673550000000,1420.91,1437.57,1415.97,1425.75,344225.816
1673553600000,1425.75,1435.0,1422.66,1433.44,302980.13
1673557200000,1433.44,1439.36,1422.54,1425.81,256368.461
