timestamp,open,high,low,close,volume
1673560800000,1425.82,1427.22,1416.55,1422.34,144262.258
1673564400000,1422.33,1422.33,1413.5,1415.84,113576.919
1673568000000,1415.85,1418.44,1403.0,1406.32,258749.971
1673571600000,1406.33,1409.41,1400.7,1407.29,136688.486
1673575200000,1407.3,1409.57,1404.87,1408.82,82535.106
1673578800000,1408.78,1415.49,1408.04,1414.72,149284.078
1673582400000,1414.73,1415.56,1410.11,1410.48,82799.187
1673586000000,1410.48,1413.31,1405.5,1406.42,94143.933
1673589600000,1406.42,1411.87,1405.25,1410.81,63518.114
1673593200000,1410.81,1411.49,1405.24,1408.28,98075.911
1673596800000,1408.28,1410.15,1406.61,1408.8,71591.465
1673600400000,1408.8,1413.0,1408.59,1409.83,145255.966
1673604000000,1409.84,1419.78,1403.56,1416.21,311020.901
1673607600000,1416.19,1416.59,1407.02,1409.33,165233.186
1673611200000,1409.33,1410.24,1401.11,1406.54,180900.768
1673614800000,1406.54,1407.51,1403.0,1404.31,123644.947
1673618400000,1404.3,1416.14,1402.1,1409.03,268111.558
1673622000000,1409.03,1425.0,1408.1,1421.3,442118.917
1673625600000,1421.3,1422.0,1406.29,1411.29,282318.869
1673629200000,1411.3,1424.85,1410.03,1416.62,313209.5
1673632800000,1416.61,1425.6,1415.25,1415.82,218582.383
1673636400000,1415.82,1420.4,1414.13,1419.94,104479.203
1673640000000,1419.95,1432.0,1416.84,1426.52,257433.552
1673643600000,1426.52,1463.47,1420.12,1455.2,682656.674
1673647200000,1455.2,1465.49,1447.5,1453.11,364601.418
1673650800000,1453.12,1456.96,1441.56,1450.94,199784.407
1673654400000,1450.95,1644.92,1448.7,1542.67,1680863.401
1673658000000,1542.66,1563.93,1537.32,1554.26,557281.522
1673661600000,1554.25,1563.3,1551.66,1560.3,368907.619
1673665200000,1560.31,1562.57,1548.4,1558.74,258192.497
1673668800000,1558.74,1559.69,1552.0,1554.83,181476.5
1673672400000,1554.84,1555.96,1542.07,1548.3,200524.972
1673676000000,1548.31,1558.19,1548.31,1557.51,120157.122
1673679600000,1557.5,1559.47,1551.05,1555.29,147582.626
1673683200000,1555.3,1567.25,1554.35,1563.93,208631.12
1673686800000,1563.93,1564.87,1506.74,1524.49,798256.386
1673690400000,1524.49,1525.81,1505.4,1523.77,307656.616
1673694000000,1523.76,1537.96,1523.33,1530.91,251565.312
1673697600000,1530.91,1548.97,1520.23,1540.08,308316.782
1673701200000,1540.08,1541.92,1531.0,1535.58,195605.677
1673704800000,1535.57,1548.02,1510.0,1524.47,435649.405
1673708400000,1524.47,1529.98,1517.69,1526.36,220102.248
1673712000000,1526.31,1534.52,1524.03,1530.35,190489.202
1673715600000,1530.34,1538.81,1527.43,1530.18,159166.52
1673719200000,1530.19,1536.63,1526.16,1534.2,116957.599
1673722800000,1534.19,1539.39,1526.84,1530.15,116405.202
1673726400000,1530.15,1538.47,1527.5,1535.86,77065.668
1673730000000,1535.87,1543.0,1531.64,1539.45,127473.154
1673733600000,1539.44,1564.0,1538.43,1552.13,171779.827
1673737200000,1552.13,1555.0,1545.4,1550.27,148770.287
1673740800000,1550.27,1552.84,1516.02,1528.9,387707.869
1673744400000,1528.91,1531.29,1520.07,1529.64,160781.168
1673748000000,1529.64,1533.0,1520.77,1523.53,99839.583
1673751600000,1523.53,1528.45,1516.85,1527.0,151254.646
1673755200000,1527.0,1530.75,1526.11,1527.92,59567.919
1673758800000,1527.92,1531.59,1525.58,1529.59,50344.688
1673762400000,1529.59,1530.65,1524.54,1526.52,47371.29
1673766000000,1526.51,1530.65,1522.23,1530.54,68885.521
1673769600000,1530.54,1532.27,1520.0,1524.31,153736.483
1673773200000,1524.31,1535.5,1520.63,1534.67,151664.041
1673776800000,1534.67,1534.98,1528.5,1533.07,93533.36
1673780400000,1533.08,1536.36,1529.39,1534.4,75526.576
1673784000000,1534.41,1540.62,1529.66,1533.46,109557.651
1673787600000,1533.46,1542.0,1530.3,1532.51,127843.691
1673791200000,1532.51,1544.5,1531.53,1540.9,120159.942
1673794800000,1540.9,1563.0,1538.55,1557.66,352858.562
1673798400000,1557.58,1565.95,1543.75,1546.04,296338.549
1673802000000,1546.05,1570.0,1546.03,1552.29,321518.864
1673805600000,1552.28,1552.76,1533.02,1548.69,298828.251
1673809200000,1548.69,1558.76,1542.5,1551.08,144891.129
1673812800000,1551.08,1556.09,1546.73,1554.92,79640.547
1673816400000,1554.92,1555.61,1549.34,1552.81,50480.937
1673820000000,1552.81,1562.3,1542.44,1558.83,133291.602
1673823600000,1558.83,1563.03,1548.54,1553.47,115617.495
1673827200000,1553.48,1562.13,1541.24,1558.51,225872.972
1673830800000,1558.51,1579.71,1555.19,1568.99,468155.061
1673834400000,1568.98,1586.5,1564.04,1573.13,312610.251
1673838000000,1573.14,1575.11,1564.59,1569.58,164882.267
1673841600000,1569.58,1574.76,1567.56,1573.08,96537.455
1673845200000,1573.07,1577.9,1571.13,1576.39,93421.78
1673848800000,1576.39,1579.39,1569.27,1571.59,152919.87
1673852400000,1571.59,1571.73,1562.71,1566.89,116620.921
1673856000000,1566.89,1567.23,1520.0,1538.58,518610.653
1673859600000,1538.58,1546.86,1537.39,1545.09,140743.714
1673863200000,1545.08,1554.48,1544.8,1547.54,133167.518
1673866800000,1547.54,1548.79,1540.23,1543.07,114970.888
1673870400000,1543.07,1546.89,1538.04,1539.65,93240.327
1673874000000,1539.65,1546.94,1539.15,1545.45,112626.354
1673877600000,1545.45,1550.77,1532.1,1542.89,225457.012
1673881200000,1542.9,1555.0,1520.74,1550.46,506660.132
1673884800000,1550.45,1560.33,1546.2,1551.92,211357.873
1673888400000,1551.92,1563.16,1548.51,1561.66,189656.521
1673892000000,1561.66,1577.0,1557.41,1573.39,207837.928
1673895600000,1573.4,1610.5,1572.2,1591.99,599876.966
1673899200000,1592.0,1600.33,1583.83,1587.52,252962.657
1673902800000,1587.55,1588.44,1573.58,1579.99,239042.419
1673906400000,1579.99,1586.96,1578.35,1579.76,93474.63
1673910000000,1579.75,1583.63,1572.71,1577.11,124485.499
1673913600000,1577.25,1582.95,1556.64,1566.78,331172.034
1673917200000,1566.78,1569.94,1540.0,1556.42,276564.245
1673920800000,1556.31,1564.2,1553.0,1563.05,91938.685
1673924400000,1563.05,1567.0,1557.96,1564.04,81598.93
1673928000000,1564.03,1578.32,1562.0,1568.18,153553.036
1673931600000,1568.17,1572.09,1567.18,1570.46,57419.621
1673935200000,1570.47,1570.95,1557.45,1559.95,94647.506
1673938800000,1559.95,1568.97,1558.35,1563.46,121457.844
1673942400000,1563.47,1570.18,1562.84,1569.2,108200.621
1673946000000,1569.19,1572.33,1562.5,1565.04,100199.19
1673949600000,1565.04,1565.57,1558.03,1561.58,115259.704
1673953200000,1561.58,1570.0,1560.37,1569.19,102392.278
1673956800000,1569.2,1576.97,1565.28,1570.26,209545.075
1673960400000,1570.25,1574.06,1563.66,1570.08,120587.818
1673964000000,1570.08,1609.0,1566.55,1581.13,935449.169
1673967600000,1581.14,1588.52,1561.0,1571.38,437893.898
1673971200000,1571.37,1579.0,1564.37,1574.15,191107.126
1673974800000,1574.16,1581.97,1568.1,1579.03,121982.87
1673978400000,1579.03,1599.6,1575.58,1596.01,281418.664
1673982000000,1596.01,1597.08,1585.91,1589.27,155431.258
1673985600000,1589.26,1593.14,1578.0,1587.27,138229.618
1673989200000,1587.29,1588.57,1576.12,1580.91,97051.693
1673992800000,1580.92,1582.18,1571.76,1574.62,79364.388
1673996400000,1574.63,1578.82,1563.55,1565.84,178147.987
1674000000000,1565.83,1574.9,1562.72,1570.81,141151.534
1674003600000,1570.82,1581.96,1570.14,1581.56,99330.938
1674007200000,1581.57,1588.53,1570.26,1584.15,216680.567
1674010800000,1584.06,1592.91,1581.47,1581.72,148574.272
1674014400000,1581.72,1585.97,1578.46,1585.44,87373.532
1674018000000,1585.44,1589.55,1583.33,1587.15,69501.798
1674021600000,1587.15,1587.63,1580.2,1582.08,69076.869
1674025200000,1582.08,1584.4,1579.29,1583.24,77514.837
1674028800000,1583.23,1583.96,1571.11,1576.61,132695.413
1674032400000,1576.61,1582.56,1570.81,1578.5,143258.941
1674036000000,1578.5,1579.88,1572.01,1573.43,81445.253
1674039600000,1573.43,1578.62,1572.95,1575.87,66952.71
1674043200000,1575.86,1583.89,1575.86,1579.91,88154.114
1674046800000,1579.91,1598.88,1575.0,1594.14,465211.406
1674050400000,1594.14,1614.6,1587.18,1593.79,650956.431
1674054000000,1593.79,1603.28,1531.8,1550.09,908112.048
1674057600000,1550.03,1550.4,1501.21,1538.67,1417615.832
1674061200000,1538.48,1566.9,1535.7,1542.0,790104.064
1674064800000,1542.01,1555.4,1536.02,1542.38,322846.014
1674068400000,1542.38,1549.54,1538.13,1542.16,124425.927
1674072000000,1542.17,1544.96,1517.01,1521.77,313257.494
1674075600000,1521.76,1532.93,1519.86,1528.72,144057.471
1674079200000,1528.73,1532.0,1518.0,1531.66,121887.373
1674082800000,1531.65,1534.0,1507.34,1511.66,252230.274
1674086400000,1511.6,1523.99,1509.87,1516.5,185865.781
1674090000000,1516.5,1524.56,1516.04,1518.26,97505.482
1674093600000,1518.26,1527.08,1513.68,1525.1,93800.362
1674097200000,1525.1,1528.59,1523.58,1525.26,78368.078
1674100800000,1525.26,1533.05,1525.0,1528.62,89000.45
1674104400000,1528.62,1532.38,1526.79,1528.48,53007.643
1674108000000,1528.47,1531.99,1525.0,1530.76,76101.01
1674111600000,1530.76,1532.87,1527.32,1528.54,65422.99
1674115200000,1528.55,1531.93,1526.15,1526.96,75644.058
1674118800000,1526.95,1528.88,1519.37,1527.75,125455.024
1674122400000,1527.76,1529.41,1522.22,1525.62,63970.781
1674126000000,1525.63,1525.78,1516.04,1519.5,135422.064
1674129600000,1519.5,1523.69,1512.82,1519.58,138348.156
1674133200000,1519.52,1528.87,1513.55,1525.3,262503.959
1674136800000,1525.29,1539.49,1519.79,1533.38,336403.119
1674140400000,1533.38,1548.53,1531.5,1533.41,377368.318
1674144000000,1533.42,1540.4,1530.77,1535.06,173549.12
1674147600000,1535.06,1541.98,1521.38,1529.34,207104.461
